PLU_JUAL|PLU_BHN_BAKU|PLU_ADDITIONAL|PLU_PENGGANTI|KET_SPECIAL_REQUEST|VALUE|SATUAN|MAX_PLU_JUAL|MAX_ADD|KELOMPOK_SPCL_REQ
20103773|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20103773|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20103773|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20103773|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20103773|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20103773|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20103773|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20103774|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20103774|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20099879|0|20109840|0|Upsize (+)|1|PCS|4|1|Upsize
20068998|0|20109851|0|Upsize (+)|1|PCS|4|1|Upsize
20069012|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20072105|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20111898|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20111898|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20111898|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20111898|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20111898|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20106106|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20112871|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20112871|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20115961|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20113168|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20113169|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20115979|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20115961|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20115961|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20115961|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20116852|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20119614|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20114170|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20119615|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20119615|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20119615|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20119616|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20114168|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20114167|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20119616|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20119618|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20095413|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20082342|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20082342|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20082342|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20068991|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20113361|0|20113632|0|Add Sauce Rte|1|PCS|4|4|Extra
20113364|0|20113632|0|Add Sauce Rte|1|PCS|4|4|Extra
20113364|0|20117227|0|Add Sauce Rte|1|PCS|4|4|Extra
20113364|0|20113630|0|Add Sauce Rte|1|PCS|4|4|Extra
20113364|0|20115038|0|Add Sauce Rte|1|PCS|4|4|Extra
20113364|0|20115039|0|Add Sauce Rte|1|PCS|4|4|Extra
20113364|0|20120505|0|Add Sauce Rte|1|PCS|4|4|Extra
20113364|0|20117225|0|Add Sauce Rte|1|PCS|4|4|Extra
20120501|0|20117225|0|Add Sauce Rte|1|PCS|4|4|Extra
20120502|0|20113630|0|Add Sauce Rte|1|PCS|4|4|Extra
20068996|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20068996|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20068996|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20099886|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20069014|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20068993|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20068995|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20074247|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20085981|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20095412|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20095413|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20123046|0|20123053|0|Upsize (+)|1|PCS|4|1|Upsize
20124302|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20125092|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20125092|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20125093|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20124301|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20124301|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20124301|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20068986|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20069007|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20099886|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20069008|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20068987|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20099876|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20069010|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20068989|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20072105|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20071969|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20074245|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20079739|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20090166|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20075779|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20068990|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20069011|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20085281|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20085282|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20085284|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20085283|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20069012|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20068992|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20099879|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20099880|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20099881|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20099882|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20099885|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20099886|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20099883|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20099884|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20103703|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20085263|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20093434|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20069014|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20068993|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20069007|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20068995|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20068987|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20068998|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20085981|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20096791|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20095412|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20095413|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20101438|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20101437|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20070436|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20068999|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20093433|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20093432|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20069006|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20099873|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20099874|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20099875|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20069007|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20068987|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20069007|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20099886|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20069008|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20068987|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20099876|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20069010|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20068989|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20072105|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20071969|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20074245|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20079739|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20090166|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20075779|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20068990|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20069011|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20085281|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20085282|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20085284|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20085283|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20069012|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20068992|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20099879|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20099880|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20099881|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20099882|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20099885|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20099886|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20099883|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20099884|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20069010|0|20109820|0|Upsize (+)|1|PCS|4|1|Upsize
20069012|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20093434|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20069014|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20068993|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20103772|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20068995|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20103772|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20103772|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20085981|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20096791|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20095412|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20095413|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20101438|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20101437|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20070436|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20068999|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20093433|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20093432|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20099880|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20106106|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20112872|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20112872|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20112872|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20112872|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20112872|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20112872|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20112872|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20112872|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20112872|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20113310|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20113310|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20113310|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20103772|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20103772|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20103772|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20103772|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20103772|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20103772|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20103772|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20069007|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20099886|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20068986|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20085263|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20068998|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20111899|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20068995|0|20109837|0|Upsize (+)|1|PCS|4|1|Upsize
20085981|0|20109834|0|Upsize (+)|1|PCS|4|1|Upsize
20072105|0|20109816|0|Upsize (+)|1|PCS|4|1|Upsize
20099886|0|20109859|0|Upsize (+)|1|PCS|4|1|Upsize
20069014|0|20109861|0|Upsize (+)|1|PCS|4|1|Upsize
20068995|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20075779|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20111899|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20111899|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20111899|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20111899|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20111899|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20111899|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20111899|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20111899|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20111899|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20111899|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20113168|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20106110|0|20109399|0|Ice Cube(+)|1|PCS|2|1|Extra
20096329|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20096329|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20096329|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20096329|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20115979|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20115979|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20115979|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20115979|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20115979|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20116852|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20068989|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20116844|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20113310|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20114168|0|20069020|0|Coffee Jelly (+)|1|PCS|4|4|Modif Topping
20114168|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20114168|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20116844|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20114168|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20114168|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20114168|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20114169|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20114169|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20114169|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20114169|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20114169|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20114169|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20114169|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20114169|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20114169|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20068987|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20116844|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20116844|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20116844|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20116850|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20069009|0|20109818|0|Upsize (+)|1|PCS|4|1|Upsize
20119613|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20119613|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20119613|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20119614|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20119616|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20119616|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20119616|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20119616|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20119616|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20119616|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20119616|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20119616|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20119617|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20119617|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20089518|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20089518|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20082342|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20099873|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20103703|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20103703|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20103706|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20103706|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20113310|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20069006|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20099873|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20099874|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20099875|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20069008|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20099876|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20069010|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20068989|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20072105|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20071969|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20074245|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20079739|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20090166|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20075779|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20068990|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20069011|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20085281|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20085282|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20085284|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20085283|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20069012|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20068992|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20099879|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20099880|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20099881|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20099882|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20099885|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20099883|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20099884|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20093434|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20069014|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20068993|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20068995|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20085981|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20096791|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20095412|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20095413|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20101438|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20101437|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20070436|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20068999|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20093433|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20093432|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20069006|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20099873|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20099874|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20099875|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20069008|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20099876|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20069010|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20068989|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20072105|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20071969|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20074245|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20079739|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20090166|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20075779|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20068990|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20069011|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20085281|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20085282|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20085284|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20085283|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20069012|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20068992|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20099879|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20099880|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20099881|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20099882|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20099885|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20099883|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20099884|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20093434|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20069014|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20068993|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20068995|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20085981|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20096791|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20095412|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20095413|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
