PLU|KEMASAN|BARCODE|QTY|TGL_BERLAKU
20110330|BOX|8991906151458|10|07/09/2021
20110330|CTN||0|22/07/2021
20110645|CTN|8991102714655|24|22/07/2021
20110646|CTN|8991102714693|24|22/07/2021
20110647|CTN|8991102714730|24|22/07/2021
20110722|CTN|10041736010496|12|22/07/2021
20110723|CTN|08002210123175|6|22/07/2021
20111164|CTN|00034000318407|12|22/07/2021
20111570|CTN|8992761137304|12|22/07/2021
20111581|CTN|8992761137311|12|22/07/2021
20111643|CTN|18998899995578|6|22/07/2021
20112261|CTN|10089686043614|40|22/07/2021
20112341|CTN|8992802080231|36|22/07/2021
20112359|CTN|8992696523517|18|22/07/2021
20112359|CTN|8992696523784|18|22/07/2021
20112360|CTN|8992696523616|12|22/07/2021
20112382|CTN|18997231070263|60|22/07/2021
20112382|CTN|18997231070386|60|22/07/2021
20112383|CTN|18997231070249|60|22/07/2021
20112383|CTN|18997231070393|60|22/07/2021
20112448|CTN|8992761164959|24|22/07/2021
20112491|CTN|08999999167707|6|22/07/2021
20112492|CTN|08999999167264|12|22/07/2021
20112617|BOX|8999909003927|10|07/09/2021
20112617|CTN||0|22/07/2021
20112659|CTN|10089686827283|12|22/07/2021
20112735|CTN|8992775712795|12|22/07/2021
20112736|CTN|8992775406236|12|22/07/2021
20112746|CTN|18993007006559|8|22/07/2021
20112794|CTN|18993007006542|8|22/07/2021
20112822|CTN|18996001520120|20|22/07/2021
20112823|CTN|18996001520144|20|22/07/2021
20112824|CTN|18996001523350|20|22/07/2021
20112835|CTN|18998866618301|12|22/07/2021
20112912|CTN|10089686044246|20|22/07/2021
20112958|CTN|10089686049050|24|22/07/2021
20112959|CTN|18992727008003|12|22/07/2021
20112960|CTN|18992727007983|12|22/07/2021
20112962|CTN|18992856902937|12|22/07/2021
20113002|CTN|08999999159627|12|22/07/2021
20113003|CTN|08999999166564|12|22/07/2021
20113056|BOX|8991906151533|10|07/09/2021
20113059|CTN|18992388135094|24|22/07/2021
20113062|CTN|18994985000133|24|22/07/2021
20113135|CTN|68992772660299|24|22/07/2021
20113140|CTN|61000001000003|6|22/07/2021
20113140|CTN|61000001000004|6|22/07/2021
20113140|CTN|610000010005000|6|22/07/2021
20113140|CTN|610000010003000|6|22/07/2021
20113295|CTN|18996001520342|20|22/07/2021
20113317|CTN|16484361223253|24|22/07/2021
20113319|CTN|16484361223499|24|22/07/2021
20113450|CTN|18997218380156|24|22/07/2021
20113555|BOX|8999909004160|10|07/09/2021
20113555|CTN||0|22/07/2021
